AUC,Accuracy,CappedBinomialDeviance,LogLoss,MAE,MSE
0.90348614234276492,0.83368869936034118,0.17120481573767676,0.39421365656636648,0.25743006282254738,0.1224144501449408
0.90751962420847876,0.82942430703624737,0.17115098773211215,0.39408971300316814,0.26338677452025572,0.12208881188869553
0.90881698327516203,0.82622601279317698,0.16814308594062666,0.38716376317690365,0.25023042795164513,0.12174758095375118
0.90957114149203766,0.83528784648187637,0.1675420551544502,0.38608031951055505,0.26273967324093805,0.12047537521498125
0.90205600084612869,0.82835820895522394,0.17247689107634756,0.39714271827835529,0.25911538261088057,0.12381334567499039
0.91093115547155579,0.8347547974413646,0.16725445657684193,0.38515669631485888,0.26299965756330751,0.1198830990678131
0.89862320140163066,0.81449893390191896,0.17724163358128656,0.40899400567457117,0.27555561509701448,0.12863563566853287
0.89098734945576452,0.8081023454157783,0.18375448774957212,0.42298966318356362,0.29218550106609809,0.13479776119402936
0.90495652093938683,0.82515991471215355,0.16961633941729265,0.39055605467047705,0.23499839890543228,0.12296362661860212
0.91049142145028306,0.83368869936034118,0.16602676477944195,0.38229075361917225,0.25345017257985053,0.1190299744691735
0.90988384124049826,0.83315565031982941,0.16590317789216688,0.38200618429484218,0.25265534143027607,0.11928388027289696
0.90947399763635783,0.8363539445628998,0.16614254475895121,0.38248558907455682,0.25024299235529662,0.1191388799818367
0.89826279194890113,0.81556503198294239,0.17530759462060633,0.40363917198368471,0.26960074626865671,0.12838669136460576
0.91063570019451767,0.83688699360341157,0.16696601454084911,0.38445345611838638,0.26168253784648199,0.11907952643898143
0.90814444888968593,0.82995735607675902,0.16798553897711366,0.38680099788727279,0.2579347315769443,0.12107033320556188
0.90879054175231422,0.83102345415778256,0.16692572433048883,0.3843606844806165,0.25576975542101904,0.12024644657199142
0.90994822060047553,0.83208955223880599,0.16846949167395156,0.387915340152726,0.25768700959488261,0.12106945713415901
0.90841518709101865,0.82942430703624737,0.16608470990136912,0.38239514410562869,0.2459173773987203,0.12062541737739885
0.89790755583759851,0.8272921108742004,0.17544198170456482,0.4039700917582652,0.26358139179104534,0.12619119191823619
0.91022988030037566,0.83688699360341157,0.16372633645608292,0.377508676612063,0.23807749139605541,0.11859044240365953
0.90829620023820368,0.83208955223880599,0.16680749365755451,0.3839513912668161,0.23472191668443443,0.12079866920281865
0.90622111551036733,0.83208955223880599,0.1693990008551077,0.39005561413705658,0.26039703168392392,0.12242423615752557
0.91071732402591732,0.82515991471215355,0.1736228936006218,0.39978308402261031,0.28370150364250168,0.12450338908608917
0.90159557345914898,0.82675906183368864,0.17540897499683522,0.40375935930533968,0.27729461300639646,0.1270749339698595
0.90850083463241682,0.8272921108742004,0.17151910492586947,0.3948441913678104,0.27555863539445596,0.1236830138592753
0.91024137661465732,0.83528784648187637,0.1691945090667055,0.38958475439344237,0.26865440405117247,0.12039669365079203
0.90774092825840036,0.83795309168443499,0.17294554964418524,0.39822184451036152,0.28014767453784645,0.12316804727664142
0.905609511590584,0.82995735607675902,0.16867097702322484,0.38828173938023391,0.26182145415778291,0.12159385294990854
0.9059061164990504,0.82835820895522394,0.17080621622732839,0.39326507845580999,0.26674614141487235,0.12231351957767571
0.90731556462997964,0.82302771855010659,0.17083851402112993,0.39334626302394471,0.27047441364605496,0.12362728757995751
0.90049250210382548,0.82569296375266521,0.17584848280584423,0.40490609513435599,0.27862479857942429,0.12709299656103817
0.90627744745034744,0.83528784648187637,0.16963628842392223,0.39060198895576093,0.2637636204690833,0.12163176453391135
0.90830539728962889,0.82462686567164178,0.17002554497318834,0.39138877839002445,0.26958475479744137,0.12304070522388066
0.88940028326918386,0.81663113006396593,0.18283886568691785,0.42100204655063267,0.26912548720682145,0.13289220816795158
0.90263426545449532,0.82196162046908317,0.17124294268848919,0.39430144711494902,0.256943274286905,0.12440976394795014
0.89877380311872013,0.81663113006396593,0.17744745197387016,0.40858785770480971,0.27689141980400422,0.12892082612741168
0.9015766045405843,0.83368869936034118,0.17125908643826018,0.39431579960407648,0.24755728543278568,0.12410580823333379
0.90880548696088037,0.83688699360341157,0.16929991574517628,0.39046708939393399,0.26401633185447804,0.12169042289162921
0.90885032258657872,0.83368869936034118,0.1703408711452265,0.39244607047431423,0.27294742481902101,0.12322260365512096
0.911359967994261,0.83422174840085295,0.1717497532872396,0.39546842164460355,0.28170285306146065,0.12249001747907368
0.9077961105669522,0.83368869936034118,0.17622595747433345,0.40606677362947463,0.28894472092803858,0.12644435574842769
0.90353960020417456,0.82995735607675902,0.17262023207709598,0.39740852398292964,0.27010217025586347,0.12405047537601267
0.90422995387678706,0.82622601279317698,0.1701104795552188,0.391681417252149,0.25644041011980784,0.12316845095496448
0.90199507038043603,0.82782515991471217,0.17213671228342159,0.39635690233486703,0.24037949007515941,0.12532381831907125
0.91017239872896749,0.83102345415778256,0.17324392980571315,0.39884124308302493,0.28289658848614085,0.12423800746268639
0.90369767452554706,0.82302771855010659,0.17436242204202795,0.40148431377230825,0.27869647249467006,0.12617245248794903
0.90919808609359842,0.83688699360341157,0.16720977422438951,0.38488615780677393,0.25916513798223151,0.12078344788244853
